names,category,weight
mktqhq,Fy,0.5
zwibha,Ot,0.5
tgkofr,Fy,0.5
ggedjb,Ot,0.5
gvibkr,Fr,0.5
pqfemv,Fr,0.5
wjgrwe,Ot,0.5
wdfiyt,Ot,0.5
bhfyke,Fr,0.5
mcdfed,St,1.0
dwmzdf,Ot,0.5
tsaamq,Fr,0.5
cunicz,Sp,0.5
wficwb,Fy,0.5
fffkok,Ot,0.5
iuodtc,Ot,0.5
dsdtyp,Ot,0.5
btwgbu,Fr,0.5
cluijc,Sp,0.5
fwrfbt,Fr,0.5
jxlvhe,Ot,0.5
upxwea,Ot,0.5
jhbddq,Ot,0.5
tjgfyn,Ot,0.5
lqqnnu,St,1.0
trscfw,Fr,0.5
cxprie,Ot,0.5
xrkywb,Ot,0.5
faejmb,Fr,0.5
oplymr,Fr,0.5
nbyhbh,Ot,0.5
kyqzfk,Fy,0.5
duaoqj,Ot,0.5
mbmqxe,Ot,0.5
gdsuvy,Ot,0.5
zsqhpn,Fy,0.5
hbnnrn,Fr,0.5
ndygno,Ot,0.5
pqocua,Fr,0.5
dijldt,Ot,0.5
oqfpjl,Fr,0.5
yzltoa,Ot,0.5
ljeofd,Ot,0.5
qfaqra,Fr,0.5
matmkq,Ot,0.5
qhhmxe,Ot,0.5
nhlzlx,Ot,0.5
yuidlo,Fr,0.5
khryjw,Fy,0.5
ysaewn,Fr,0.5
fpxxxm,Sp,0.5
sszyki,Fy,0.5
fpphyf,Fr,0.5
fwrqim,Ot,0.5
aixqob,Fr,0.5
yvhxto,Fr,0.5
gfxqaw,Fy,0.5
gantpf,Fy,0.5
cjwtej,Fr,0.5
gmhemn,Fr,0.5
xtxrqm,Fr,0.5
lavbuq,Fr,0.5
icldls,Ot,0.5
sesafb,Fr,0.5
uemckh,Ot,0.5
nzfpsw,Fr,0.5
aiqdlh,Fr,0.5
mlvtlx,Fr,0.5
zbauvr,St,1.0
qlnugu,St,1.0
qvqjef,Ot,0.5
vbuoys,Fr,0.5
ntlkfu,St,1.0
yxhynp,Fy,0.5
zzvzgh,Fy,0.5
hocfpx,Ot,0.5
mwvlem,Fr,0.5
tpoxef,Fy,0.5
tbypgu,Fy,0.5
gzzrwi,Ot,0.5
rrjbiy,Ot,0.5
mbanon,Ot,0.5
laxghq,Ot,0.5
hmlbav,Ot,0.5
rvkswq,Fy,0.5
qyrava,Fy,0.5
juqjkr,Ot,0.5
jmhgtk,Ot,0.5
iqtumd,Fr,0.5
zchjyj,Ot,0.5
dutfls,Ot,0.5
xygjhh,Ot,0.5
yrlqng,Ot,0.5
uebzjj,St,1.0
voqkaq,Ot,0.5
wwsirb,Ot,0.5
oofhrx,Ot,0.5
ulxgtg,Fr,0.5
siqeps,Ot,0.5
odkbts,Ot,0.5
ajkufy,Fr,0.5
vmnbrd,Ot,0.5
bvdtui,Ot,0.5
qajfzc,Fr,0.5
alchsl,Ot,0.5
sifqay,Fr,0.5
ejoooe,Ot,0.5
uldvmp,Ot,0.5
sagdtd,Ot,0.5
rccznk,Ot,0.5
ueorml,Fr,0.5
evdblk,Ot,0.5
wqnpgc,Fy,0.5
zqfigu,Ot,0.5
zbwnjy,St,1.0
eklcql,Fy,0.5
alwkpc,Ot,0.5
ozxekz,Fr,0.5
urbssd,Fy,0.5
ekjivk,Ot,0.5
dcmcoq,Ot,0.5
fmwghn,Fr,0.5
uhoqaa,Fr,0.5
jnpkwm,Fr,0.5
bjqhtc,Fr,0.5
xgvcwb,Ot,0.5
jchhdf,Ot,0.5
mxcpvp,Fr,0.5
uwdiuc,Fy,0.5
rkzixo,Ot,0.5
ycnrfa,Fy,0.5
lmcvgy,Ot,0.5
cddmni,Ot,0.5
rqhcas,Ot,0.5
bmreep,Ot,0.5
yqzzhj,Ot,0.5
whcygb,Ot,0.5
tqjiop,Fr,0.5
vdrljq,Ot,0.5
ngdlvo,Sp,0.5
mcpwse,Ot,0.5
bbgezc,Ot,0.5
fsyzmv,Ot,0.5
yrvjpq,Ot,0.5
crxggj,Ot,0.5
cjacig,Ot,0.5
cvqfrr,Ot,0.5
qpvtad,Fy,0.5
ziehhm,Ot,0.5
zzzcsx,Fy,0.5
lehzsq,Ot,0.5
fndllx,Ot,0.5
ajouxi,Ot,0.5
htcyit,Ot,0.5
nhqhgl,Ot,0.5
mvweza,Ot,0.5
hzlvoi,Fr,0.5
fwphdg,Ot,0.5
pmfxgh,Sp,0.5
ipvxmq,Fr,0.5
rikxtn,Fy,0.5
qswhhb,Sp,0.5
ymtazi,Fy,0.5
nacefk,Fr,0.5
hcmahx,Ot,0.5
fcboan,Ot,0.5
uhogzc,Ot,0.5
bwzxso,Fy,0.5
olduev,Ht,1.0
yeyxjc,Ot,0.5
fhuakm,Ot,0.5
mhdphe,Ot,0.5
bxhqoh,Fr,0.5
soyewn,Fy,0.5
wcznnq,Ot,0.5
ssctfj,Ot,0.5
njezaw,Fy,0.5
vqxviq,Ot,0.5
efgmwz,Ot,0.5
nugvjl,Fr,0.5
vqlvxo,Ot,0.5
vgdylz,Ot,0.5
tdnuai,Ot,0.5
gedxvu,Fr,0.5
zcohau,Fy,0.5
hgpdkl,Ot,0.5
pwuhvf,Fr,0.5
wnlqgh,Fr,0.5
tcxczc,Ot,0.5
bzrqdd,Ot,0.5
jdzafj,Ot,0.5
xusrnd,Ot,0.5
tamocw,Fr,0.5
wkaecc,Fy,0.5
wjiohb,Fr,0.5
parkno,Ot,0.5
fnzblq,Ot,0.5
jsyqid,Ot,0.5
gipcvk,Ot,0.5
hkqhiu,Sp,0.5
taysci,Ot,0.5
fstrme,Fr,0.5
tvyuiz,Fr,0.5
imkeyy,Sp,0.5
olsemp,Ot,0.5
zcjdun,Sp,0.5
xxhgae,Ot,0.5
vffftz,St,1.0
ybwpin,Fr,0.5
noaxkh,Fy,0.5
cxneww,Ot,0.5
thhlty,Sp,0.5
eclxhh,Ot,0.5
knaral,Ot,0.5
qwuplm,Fy,0.5
xllacu,Fy,0.5
aukhqt,Ot,0.5
nrcdgu,Ot,0.5
qoxycs,Sp,0.5
vmznbg,Ot,0.5
nbbkat,Ht,1.0
rsepfn,Fy,0.5
unnjrd,Ot,0.5
gcsqph,Ot,0.5
barskz,Ot,0.5
ajbfkr,Ot,0.5
frguch,Fy,0.5
wwwlml,Ot,0.5
xqyakb,Ot,0.5
spnpfb,Ot,0.5
xklwsl,Ot,0.5
macyoa,Fy,0.5
xecqjb,Ot,0.5
auuaim,Fy,0.5
nfzdeq,Ot,0.5
cdjakn,Fr,0.5
bgzsnc,Ot,0.5
bupnvw,Ot,0.5
njgkee,Fy,0.5
fqwfbn,Fr,0.5
nttnwn,Ot,0.5
laxyum,Fr,0.5
johvgw,Fr,0.5
znwbms,Fr,0.5
mfuztd,Ot,0.5
okcqzq,Fy,0.5
yrepmw,Fy,0.5
otzjnd,Fy,0.5
oqjlkx,Ot,0.5
fxyjfe,Fy,0.5
iahbjs,Fr,0.5
tjkdny,Ot,0.5
oriiao,Ot,0.5
deiuui,Ot,0.5
jpwsme,Fr,0.5
qetdbx,Fy,0.5
umptay,Ot,0.5
dosutb,Ot,0.5
qyinwn,Ot,0.5
erxvnh,Ot,0.5
wzcbmn,Ot,0.5
ucrbok,Fr,0.5
xngraw,Ot,0.5
xssodu,Ot,0.5
ypcudx,Ot,0.5
rtafny,Fy,0.5
vpjlbq,Ot,0.5
nptkbo,Ot,0.5
wqavvp,Ot,0.5
lvgoaw,Ot,0.5
quuexc,Ot,0.5
aikllr,Fr,0.5
nairha,Fr,0.5
gzvjqk,Fr,0.5
rpkqeg,Ot,0.5
perjaf,Fr,0.5
hjgsxu,Sp,0.5
nitpzn,Sp,0.5
qsfbji,Ot,0.5
lrjhgc,Ot,0.5
tmmbaq,Ot,0.5
ppnrfm,Ot,0.5
dfmwqc,Ot,0.5
pczeku,Fy,0.5
osgqie,Ot,0.5
igrzge,Fy,0.5
bgbqao,Fy,0.5
rosryd,Fy,0.5
fxznqn,Ot,0.5
bzvdqf,Sp,0.5
xefqoj,Ot,0.5
wdepat,Fy,0.5
lfxlfb,Fr,0.5
gqlftk,Fr,0.5
arfapt,Ot,0.5
rzpumf,Ot,0.5
feaflt,Ot,0.5
umnkie,Fr,0.5
dtgqng,Fr,0.5
fogjou,Fr,0.5
mvrvhg,Ot,0.5
luhavl,Fy,0.5
ltiopo,Ot,0.5
ceuudq,Fr,0.5
megjmq,Ot,0.5
mdlabp,Fr,0.5
atspft,Fr,0.5
epveji,Fr,0.5
vraonk,Fy,0.5
xbwwlm,Fy,0.5
xzkruo,Fy,0.5
iunajx,St,1.0
bxhxxv,Ot,0.5
mvojqw,Ot,0.5
tdgbmq,Ot,0.5
tqqofo,Ot,0.5
oacyly,Fr,0.5
uqtoaj,Fr,0.5
wwofds,Fy,0.5
nfcaga,Ot,0.5
suewaa,Fy,0.5
biavqo,Ot,0.5
velwew,Ot,0.5
kkxywa,Fr,0.5
ibwgms,Fy,0.5
liazhw,Fr,0.5
zguztj,Ot,0.5
evfiju,Fr,0.5
zrdpap,Fr,0.5
rnjqgu,Fr,0.5
aqinmq,Ot,0.5
khplux,Fr,0.5
qnvkzh,Ht,1.0
yyxnek,Ot,0.5
jdgvoq,Ot,0.5
wmdqdc,Fy,0.5
uasteg,Ot,0.5
nnvvsb,Ot,0.5
djronw,Fr,0.5
gpxgry,Ot,0.5
hazzda,Ot,0.5
nvhlcm,Ot,0.5
moygll,Fr,0.5
qbtaev,Fr,0.5
lorvsy,Ot,0.5
qdxint,Sp,0.5
iycvfo,Ot,0.5
pklijk,Fy,0.5
kaeskb,Fy,0.5
rrdmus,Ot,0.5
krkrut,Ot,0.5
dgiisz,Ot,0.5
suvngi,Ot,0.5
plhdbq,Sp,0.5
ifeiny,Fy,0.5
govxqm,Fr,0.5
cqwkea,Ot,0.5
hvxntf,Fy,0.5
fcplod,Ot,0.5
wbsmlo,Fy,0.5
jufnvq,Ot,0.5
lylhux,Fy,0.5
mppmzw,Fr,0.5
jszxle,Ot,0.5
gfcyhz,Fy,0.5
mcnllu,Ot,0.5
hxuthg,Ot,0.5
vqrqve,Ot,0.5
kwbabn,Fr,0.5
zjsgfz,Fr,0.5
zrjspz,Fy,0.5
senvei,Ot,0.5
hvehcj,Ot,0.5
yaydxw,Ot,0.5
yyorpl,Ot,0.5
joztia,Fy,0.5
hznrnu,Ot,0.5
ramefy,Fy,0.5
rdelic,Fy,0.5
abvhap,Fy,0.5
flzbec,Fy,0.5
jigpbk,Ot,0.5
mblevy,St,1.0
xtkjcf,Fy,0.5
szzbmo,Ot,0.5
xazfll,Ot,0.5
nizzde,Ot,0.5
ugcknr,Fy,0.5
okxemq,Ot,0.5
omdpgv,Ot,0.5
rfnlgg,Ot,0.5
pwwnpz,Ot,0.5
docrky,Ot,0.5
dgipjc,Ot,0.5
sebtsd,Fr,0.5
flyuri,Ot,0.5
scehai,Ot,0.5
ytenwm,Fr,0.5
tljmrz,Fy,0.5
jibfzm,St,1.0
pwmbii,Fy,0.5
hfzmke,Ot,0.5
xnafin,Ot,0.5
invewr,Fr,0.5
ioilzm,Fy,0.5
elqzsv,Fy,0.5
jprzow,Ot,0.5
ignnat,Ot,0.5
cvnrhu,Fr,0.5
uxxzph,Fy,0.5
wnpile,Ot,0.5
agkppm,Fy,0.5
dwedvj,Fy,0.5
tgunxt,Ot,0.5
xzbrzz,Fy,0.5
gthrgj,Ot,0.5
xbnztw,Ot,0.5
pozast,Fy,0.5
losnox,Fy,0.5
gfzxck,Sp,0.5
ytvohs,Ot,0.5
ryzjur,Fr,0.5
epxokx,Ot,0.5
mwmesi,St,1.0
rflmds,Ot,0.5
swhorc,Ot,0.5
dvfmmq,Ot,0.5
rttyad,Sp,0.5
mvhigi,Ot,0.5
xafeor,Ot,0.5
ghsbjv,Ot,0.5
zbwnch,Fr,0.5
dhishd,Ot,0.5
almidp,Sp,0.5
cylmoe,Ot,0.5
bsfgea,Ot,0.5
bwfemu,Fr,0.5
vvhjdj,Fr,0.5
zcpwdm,Ot,0.5
piaqfj,Fy,0.5
csdrrp,St,1.0
hmjvju,Fy,0.5
aluvmr,Fr,0.5
clssal,Ot,0.5
rtmkbf,Ot,0.5
mxmval,Fy,0.5
rgstql,Ot,0.5
dxszbw,Fy,0.5
ecnoht,Fr,0.5
yzbkqw,Sp,0.5
eoroia,Sp,0.5
aesvcd,Ht,1.0
zgsbcv,Fr,0.5
rvsqpj,Ot,0.5
brxgiw,Ot,0.5
doqwqm,Ot,0.5
wnxojm,Fy,0.5
tbameo,Ot,0.5
pomkgw,Fr,0.5
umufcr,Fr,0.5
fmdagu,Ot,0.5
tcaqrs,Fy,0.5
aotkeg,Sp,0.5
hdurkn,Ot,0.5
gnbuic,Ot,0.5
onnqqy,Fy,0.5
yihdcx,Fr,0.5
aexxcf,Fr,0.5
lxwwuc,Fy,0.5
yjfwvv,Ot,0.5
fyjgkh,Ot,0.5
yxizga,Ot,0.5
istfaf,St,1.0
rvmmsc,Fr,0.5
vucxdx,Fy,0.5
bsxzsu,Ot,0.5
lfwggy,Ot,0.5
zgihrs,Ot,0.5
ednyhy,Ot,0.5
qajigg,Ot,0.5
cbteit,Fr,0.5
vakadp,Ot,0.5
stqqqw,Ot,0.5
agkqpa,Ot,0.5
ccvoki,Sp,0.5
mtqtwa,Fy,0.5
xupesx,Ot,0.5
ddaqce,Fy,0.5
vnqkdx,Fr,0.5
gypuiz,Ot,0.5
qmttim,Fy,0.5
ptmmvo,Fr,0.5
llapai,Ot,0.5
ecztxy,Ot,0.5
yylajf,Fy,0.5
invhfq,Ot,0.5
cuyrqs,Fy,0.5
ndshvl,Ot,0.5
nvttzo,Ot,0.5
dcjhpa,Fr,0.5
qlvozv,Ot,0.5
zbohge,St,1.0
npdvnw,Ht,1.0
gijsvi,Fy,0.5
upluga,Fr,0.5
rsybum,Ot,0.5
tsadts,Fr,0.5
jgvjft,Ot,0.5
apgipw,Ot,0.5
cksvxo,Fr,0.5
mwbqpf,Fy,0.5
sexqkx,Fr,0.5
twolbb,Ot,0.5
gxizmu,Fr,0.5
xdnuug,Ot,0.5
jdhvrt,Ot,0.5
lhimtg,St,1.0
jzlfng,Fr,0.5
osozbi,Ot,0.5
rtidbf,Ot,0.5
eldbjc,Ot,0.5
ajupdk,Fr,0.5
vpdggg,Ot,0.5
fmvhtc,Fr,0.5
rxjttf,Sp,0.5
ikngea,Fy,0.5
hkacpc,Ot,0.5
tqzozs,Ot,0.5
aezbib,Ot,0.5
gszscq,Ot,0.5
fjufhe,Ot,0.5
ptbouz,Ot,0.5
hblvnp,Fy,0.5
thkuia,Fy,0.5
erymqj,Ot,0.5
hlrekj,Ot,0.5
ecppoz,Ot,0.5
rqdtof,Ot,0.5
cyyncf,Fr,0.5
ouorbp,Ot,0.5
kdxxcp,Ot,0.5
vditxe,Ot,0.5
wzlqsw,Ot,0.5
qoyfah,Ot,0.5
mlbnhj,Ot,0.5
hputyi,Ot,0.5
zgnfmm,Ot,0.5
knrpyw,Ot,0.5
lfldtw,Fr,0.5
gzwunj,Ot,0.5
jkeowk,Ot,0.5
mfquyw,Fr,0.5
kkkqhv,Ot,0.5
ijstgv,Ot,0.5
rgvudg,Ot,0.5
wppsmz,Fr,0.5
dkntyb,Ot,0.5
dbpnmj,Ot,0.5
yzrdmh,Ot,0.5
ztgfyo,Ot,0.5
asgumj,Ot,0.5
vgqbrv,Ot,0.5
achfic,Sp,0.5
bkgram,Ot,0.5
ckmhvb,Ot,0.5
yhzash,Ot,0.5
tuddyf,Fy,0.5
vhbgxf,Ot,0.5
avcrvk,Ot,0.5
oamtpq,Fy,0.5
dbflay,Sp,0.5
gyuzvn,Fy,0.5
grasvb,Ot,0.5
ygvkbx,Fy,0.5
jicozk,Fr,0.5
dohzot,Fy,0.5
kkoqhg,Ot,0.5
mjfoes,Ot,0.5
htvtjs,Ot,0.5
hqnlbm,Ot,0.5
tmzcpy,Fr,0.5
dqigcm,Fr,0.5
yhelbk,Ot,0.5
rzumzd,Ot,0.5
wwvfhq,Ot,0.5
nklerk,Ot,0.5
jpsocf,Ot,0.5
luwhhz,Fy,0.5
cdswuw,Fy,0.5
owmzyv,Fr,0.5
ziivva,Fy,0.5
frjjlf,Ot,0.5
gpiqgx,Ot,0.5
yurrvd,Fr,0.5
omlilk,Ot,0.5
qlvztr,Fr,0.5
cdoejq,Fr,0.5
xxlcsf,Fr,0.5
ucuznj,Fy,0.5
bflpic,Ot,0.5
krytsv,Ot,0.5
iuuocp,Ot,0.5
zahgjw,Ot,0.5
szenox,Ot,0.5
wesglt,Ot,0.5
nnaffd,Ot,0.5
avzduf,Fr,0.5
nezudo,Fr,0.5
zcrngl,Ot,0.5
sedaxq,Fy,0.5
lzerre,Ht,1.0
ohwhnu,Fr,0.5
qadutl,Ot,0.5
mcawii,Fr,0.5
buobzk,Ot,0.5
lhimhh,Ot,0.5
nbazuv,Ot,0.5
lbobmo,Ot,0.5
rwwipj,Sp,0.5
njqrbk,Ot,0.5
ajnybc,Fy,0.5
loxbrq,Fr,0.5
lcuiho,Ot,0.5
kfbhxg,Fy,0.5
vmdkwb,Ot,0.5
ndlllc,Ot,0.5
skjjfu,Fy,0.5
mkbezp,Fr,0.5
xpmxpm,Ht,1.0
gpwcgl,Ot,0.5
zauvhu,Ot,0.5
vsmawu,Ot,0.5
rnmojn,Fr,0.5
pfppku,Fr,0.5
kyvinp,Ot,0.5
mmjnci,Ot,0.5
qlyikm,Ht,1.0
lcxttl,Ot,0.5
ebihmg,Sp,0.5
kopasu,Ot,0.5
fwsalb,Ot,0.5
wbjgyz,Ot,0.5
pdjtpz,Ot,0.5
kaomrt,Ot,0.5
pphxoj,Ot,0.5
pyoiae,Fr,0.5
prziwu,Ot,0.5
qvzgue,Fy,0.5
lbkpkf,Ot,0.5
pgpnfw,Fy,0.5
hxxpwc,Ot,0.5
izswmj,Ot,0.5
njusif,Ot,0.5
pbuwwg,Ot,0.5
mwocwy,Ot,0.5
qlnzbx,Fr,0.5
fmkcus,Ot,0.5
fmrnpx,Fy,0.5
gtbsle,Ot,0.5
tqjnkx,Ot,0.5
tzyibg,Fr,0.5
txwqjn,Ot,0.5
dyopak,Ot,0.5
jljfyt,Fr,0.5
flrybl,Ot,0.5
zwijhb,Ot,0.5
vdplxe,Ot,0.5
kjquie,Fr,0.5
rdlght,Ot,0.5
ymldoa,Fy,0.5
rpwomm,Ot,0.5
ajbqva,Fr,0.5
fcivjc,Ot,0.5
mgfogt,Fr,0.5
dbdurn,Fr,0.5
vtnwsm,Fr,0.5
cvjxqj,Ot,0.5
sbcmfu,Fr,0.5
ljimfu,Ot,0.5
ujzhvv,Fr,0.5
crrhjk,Ot,0.5
ccamdo,Ot,0.5
frphxf,Ot,0.5
wzcqjc,Ot,0.5
llsiyv,Ot,0.5
fsfooc,Fr,0.5
stsacj,Fy,0.5
maxsdj,Fr,0.5
jfrgnb,Ot,0.5
sukkti,Fr,0.5
ujhomn,St,1.0
fqmpib,Ot,0.5
xnjyqz,Fy,0.5
eeakqb,Ot,0.5
njmxnb,Fr,0.5
nmswgi,Ot,0.5
tcddkt,Sp,0.5
tkdmyo,Ot,0.5
fodiva,St,1.0
yuqadv,St,1.0
fpaclk,Fy,0.5
dvadky,Fr,0.5
rpmweo,Ot,0.5
kmklof,Fr,0.5
zvzmrp,Ot,0.5
ntjnxl,Ot,0.5
wzlifi,Ot,0.5
iueszo,Fy,0.5
edtwae,Ot,0.5
zjyhdi,Ot,0.5
osuhgu,Ot,0.5
fucnho,Ot,0.5
xaumqo,Fy,0.5
vrhelo,Fy,0.5
sdmrkh,Ot,0.5
rzzrqu,Fy,0.5
otecxt,Ot,0.5
kjsgaw,Fr,0.5
ntypfh,Fy,0.5
dlgemx,Ot,0.5
ihfbfc,Ot,0.5
eislem,Ot,0.5
nsqbxz,Ot,0.5
xxlaze,Fy,0.5
xdcayt,Sp,0.5
ihgeic,Fr,0.5
tzkbkh,Fr,0.5
dbtvfh,Ot,0.5
ogkawd,Fy,0.5
gprsha,Ot,0.5
fnfobu,Fy,0.5
fmzifs,Fr,0.5
aluojp,St,1.0
alugch,Ot,0.5
apvsmz,Ot,0.5
bvbtlm,Ot,0.5
igrzld,Ot,0.5
cvxrpo,Fy,0.5
dcqpei,Fr,0.5
qvgbxw,Fy,0.5
tecalu,Ot,0.5
wgvmhc,Ot,0.5
csacac,St,1.0
evydgg,St,1.0
lskbku,Fr,0.5
oingzx,Ot,0.5
yzsscy,Fr,0.5
seyxzw,Ot,0.5
ijxdfe,Fr,0.5
hejrsp,St,1.0
ksrwyz,Fr,0.5
aquolx,Fr,0.5
lzfzpl,Ot,0.5
dnnozp,Fy,0.5
svolal,Ot,0.5
qnkxcq,Ot,0.5
aojwwd,Fy,0.5
afywfy,St,1.0
scgkqr,Ot,0.5
kdrmvw,Ot,0.5
mgklgm,Fr,0.5
zsobvr,Ot,0.5
injkdl,Fr,0.5
lnvmgg,Ot,0.5
imfecd,Fr,0.5
jkiobc,Ot,0.5
fdyqrr,Ot,0.5
qbwddh,Ot,0.5
sitldy,Ot,0.5
carpzp,Ot,0.5
sqsbct,Fr,0.5
qxbzxx,Fr,0.5
fsqweo,Fr,0.5
ogwijt,Fr,0.5
aqvjkb,St,1.0
wajjoc,Ot,0.5
tagfqw,Ot,0.5
oaztcm,Fr,0.5
fopcqa,Fy,0.5
rgrdkp,St,1.0
sfrdnq,Fy,0.5
gnyrcu,Fy,0.5
serehe,Fr,0.5
isadqq,Fr,0.5
dkpgvl,Fr,0.5
cxoqpq,Sp,0.5
zqtuzw,Ot,0.5
btzliz,Ot,0.5
cygokf,Ot,0.5
ucgwrm,Ot,0.5
cunbsr,Fy,0.5
ohioml,Ot,0.5
vzwixz,Ot,0.5
wizyve,Fr,0.5
lfgmml,Ot,0.5
gjbbma,Ot,0.5
xnyfme,Fy,0.5
wlkkxu,Ot,0.5
hiowtz,Ot,0.5
evmegx,Sp,0.5
hgoijg,Ot,0.5
ezxvzi,Ot,0.5
njsqkk,Fy,0.5
ngvlbj,Ot,0.5
ealkrw,Ot,0.5
unuhuz,Fy,0.5
uayfvu,Ot,0.5
ooukfb,Fy,0.5
kutvjy,Ot,0.5
pqmvat,Fr,0.5
eskcvp,Ot,0.5
wemwyv,Ot,0.5
wivtex,Fy,0.5
jllxwv,Ot,0.5
hcztac,Fy,0.5
fryenj,Ot,0.5
wnhyoo,Ot,0.5
nhoflj,Fy,0.5
spgthi,Ot,0.5
brvuls,Fr,0.5
wtxtxc,Sp,0.5
cymusg,Ot,0.5
kpciwq,Fy,0.5
qzddvz,Fy,0.5
wfrlpd,Ot,0.5
gsqulj,Ot,0.5
bctvjt,Fr,0.5
pnvdvx,Fy,0.5
uuykux,Fr,0.5
thwhxe,Fr,0.5
rrwfjj,Ot,0.5
rahiht,Fr,0.5
azvlyk,Ot,0.5
bhcgyh,Fy,0.5
yooaqv,Ot,0.5
crkdjs,Fy,0.5
wznrxm,St,1.0
lqfjpb,Fy,0.5
bvargs,Ot,0.5
jmyivi,Ot,0.5
rpcwnv,Ot,0.5
lxcwpq,Fr,0.5
pscqsm,Fy,0.5
zudtqh,Fr,0.5
znzioo,Ot,0.5
ckuthu,Ot,0.5
dsakxw,Ot,0.5
wgtyjs,Fy,0.5
eabxge,Ot,0.5
xlwlmz,Fr,0.5
awsqmk,Fy,0.5
gxzofn,Ot,0.5
ooeeqw,Ot,0.5
hndjny,Fy,0.5
qygngk,Ot,0.5
fzazbx,Ot,0.5
hxfkig,Ot,0.5
xawmlb,Ot,0.5
fqcmub,Fr,0.5
yapdai,Ot,0.5
zbsyoo,Fr,0.5
cztjji,Ot,0.5
tawbka,Fr,0.5
ulamcu,Fr,0.5
xxwagr,Fr,0.5
ibfeno,Ot,0.5
xziawb,Ot,0.5
xqxbof,Ot,0.5
dfquut,Ot,0.5
dhkjcp,Fr,0.5
ploqpz,Ot,0.5
qflcrk,Ot,0.5
glfehl,Ot,0.5
ufkjqz,Fr,0.5
wbpqti,Fr,0.5
tysytp,Ot,0.5
vkfbfg,Fr,0.5
sfrphm,Ot,0.5
jaetxr,Fy,0.5
zceump,St,1.0
isknlp,Fy,0.5
jsdpvr,Fr,0.5
yxhjpk,Fr,0.5
eijcqx,Fy,0.5
xkavtu,Ot,0.5
evnvzj,Ot,0.5
gwhaji,Ot,0.5
mubnhr,Ot,0.5
sjkafd,Ot,0.5
yrmoso,Ot,0.5
xpftpb,St,1.0
wuysri,Fy,0.5
vqlvrg,Ot,0.5
sfawlk,Ot,0.5
reyfvz,Fr,0.5
hmyxkl,Ot,0.5
ehxrvz,Ot,0.5
falasy,Ot,0.5
jzaeun,Fr,0.5
phjqrr,Ot,0.5
yvpkvz,Fr,0.5
mwktxd,Sp,0.5
uwelrt,Fr,0.5
gmczjx,Ot,0.5
kgmexv,Ot,0.5
vtixjl,Fr,0.5
txyobh,Fy,0.5
eeswdv,Ot,0.5
uwnyca,Fr,0.5
alahsv,Ot,0.5
pcxwwv,Ot,0.5
qoqnol,Fy,0.5
bmysaz,Ot,0.5
rqlxfe,Ot,0.5
zqonye,Fr,0.5
yozrbs,Fr,0.5
nukzhm,Ot,0.5
yshrrb,Ot,0.5
oicaae,Fr,0.5
avgptx,Fy,0.5
zxwhjt,Ot,0.5
bzomse,Fy,0.5
bhjbtu,Fr,0.5
wyfhfm,Ot,0.5
jecuri,Fr,0.5
hrpusv,Ot,0.5
eczrws,Ot,0.5
rgpgne,Fr,0.5
lkowbo,St,1.0
mkeyyc,Ot,0.5
hnpfap,Fy,0.5
vdfids,Fy,0.5
zvnqjx,Fr,0.5
cgnast,Ot,0.5
qdfkja,Fy,0.5
jdtawl,Fr,0.5
znwull,Ot,0.5
ipatsi,Ot,0.5
pxbtrw,Sp,0.5
kfravr,Fr,0.5
tcocil,Fy,0.5
iduwpd,Fr,0.5
cjwwrq,Fr,0.5
wyabmz,St,1.0
isugxi,Fy,0.5
qqduvb,Fy,0.5
zmxhvv,Fy,0.5
qozkcb,St,1.0
sznvlm,Fy,0.5
brahiq,Ot,0.5
rboqfz,Ot,0.5
mwucur,Ot,0.5
bpamaa,Ot,0.5
kjwecx,Ot,0.5
qersow,Fy,0.5
bpzzvw,Sp,0.5
kphxch,Fr,0.5
jebqia,Ot,0.5
kmoxww,Fr,0.5
puywmv,Ot,0.5
fqdfwo,Ot,0.5
vmvzkz,Fr,0.5
lpswxw,Ot,0.5
vfclwr,Ht,1.0
inbivx,Fr,0.5
peatrs,Fr,0.5
gkachy,Sp,0.5
sxdyuk,Sp,0.5
xuwarz,Ot,0.5
uplonq,Ot,0.5
ioynbe,Fr,0.5
gwkhhp,Ot,0.5
wflzrn,Fr,0.5
xgpgtl,Fy,0.5
yjqfbv,Ot,0.5
honkoh,Sp,0.5
ngnshu,Fr,0.5
iumkxj,Fr,0.5
kkrvik,Sp,0.5
bjwwwi,Fr,0.5
aejuqr,Fy,0.5
tphrui,Fr,0.5
umfqob,Fy,0.5
voedfa,Fy,0.5
caugcq,Fr,0.5
ytwltr,Fr,0.5
yxmtpn,Ot,0.5
ccxzni,Ot,0.5
otwopl,Fy,0.5
iknvrq,Fy,0.5
calrxj,Fr,0.5
gpuvxm,Ot,0.5
qhefja,Ot,0.5
zqijan,Fr,0.5
wqdxhu,Ot,0.5
snxdsm,Ot,0.5
wfpkll,Ot,0.5
oejhcq,Fy,0.5
qujdql,Fy,0.5
uyyceu,Ot,0.5
cfwvph,Ot,0.5
txypgk,Fr,0.5
hblsih,Ot,0.5
hxtkfl,Ot,0.5
nmjzxn,Ot,0.5
joghvq,Fy,0.5
dyuoak,Fr,0.5
lywjwx,Ot,0.5
payqhe,Fy,0.5
xhpqwq,Fy,0.5
